num__Temperature(°C),num__Humidity(%),num__Wind speed (m/s),num__Visibility (10m),num__Dew point temperature(°C),num__Solar Radiation (MJ/m2),num__Rainfall(mm),num__Snowfall (cm),cat__Seasons_Spring,cat__Seasons_Summer,cat__Seasons_Winter,cat__Holiday_No Holiday,cat__Functioning Day_Yes,Rented Bike Count
-0.023687121318277,-0.4531281351072881,-0.3135455220219407,-0.7378799434363752,-0.15113856311979226,0.31183413438237356,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,571
0.21910969516393364,-0.5513539266872997,1.5200050606964834,-0.22001269370296794,0.009662392726256942,2.1536738503117903,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,626
0.353066559429981,-0.7969184056373284,1.4235023984481456,-0.21672464767291455,-0.005651984020985852,2.337857821904732,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,678
0.45353420762951635,-0.7478055098473226,0.4584757759647645,0.11865604739253013,0.10154865320971364,2.1421623520872313,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,705
0.47865111967940027,-0.5513539266872997,1.5200050606964834,0.2025012211588913,0.22406366718765583,1.7392599142276715,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,815
0.39492807951312076,-0.2566765519472651,1.9060157096898362,0.490205248788562,0.28532117417662695,0.9564780349576693,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,890
0.3363219513967248,0.18533951016278669,1.3269997361998076,0.20578926718894466,0.41549337652819057,0.4384606148525209,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1085
0.23585430319718947,0.4800168849028212,1.5200050606964834,0.0594712188515693,0.4384649416490548,-0.20618328572277478,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1749
0.10189743893114228,0.922032947012873,0.2654704514680881,-0.3235861436496494,0.4614365067699189,-0.6090857235823346,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1224
0.08515283089788644,0.922032947012873,-0.21704285977360252,-0.701711437105788,0.4461221300226762,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,986
0.06840822286463044,1.0202587385928845,0.2654704514680881,-0.6606108617301207,0.4614365067699189,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,982
0.0516636148313746,1.118484530172896,1.0374917494547928,-0.8283012092628431,0.46909369514354027,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,912
0.04329131081474668,1.118484530172896,0.8444864249581169,-0.7872006338871759,0.4614365067699189,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,572
0.06003591884800252,1.0202587385928845,0.4584757759647645,-0.9450268433297381,0.45377931839629754,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,412
0.06840822286463044,0.72558136385285,0.4584757759647645,-0.4189394785211974,0.36955024628646227,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,309
0.07678052688125851,0.5782426764828327,-0.4100481842702787,-0.12137131280136655,0.3312643044183553,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,226
0.09352513491451436,0.43090398911281547,0.5549784382131023,0.4869172027585086,0.2929783625502484,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,142
0.09352513491451436,0.5782426764828327,-0.21704285977360252,0.34717524648124,0.34657868116559803,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,82
0.10189743893114228,0.5291297806928269,-0.4100481842702787,0.7992815756135796,0.3312643044183553,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,123
0.10189743893114228,0.5291297806928269,-0.1205401975252643,0.7318766319974853,0.3312643044183553,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,290
0.10189743893114228,0.5291297806928269,-0.603053508766955,0.4195122591424143,0.3312643044183553,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,786
0.1102697429477702,0.43090398911281547,-0.7960588332636312,0.6167950209456171,0.3082927392974911,-0.5860627271332169,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1371
0.14375895901428204,0.18533951016278669,-0.5065508465186169,0.5444580082844427,0.24703523230852,-0.4364132502139519,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,761
0.23585430319718947,-0.011112072997236332,-0.4100481842702787,0.8929908874701009,0.25469242068214143,0.13916166101399072,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,552
0.38655577549649267,-0.15845076036725358,0.3619731137164263,0.7483168621477523,0.32360711604473397,0.8989205438348752,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,643
0.5874910718955634,-0.6986926140573169,0.9409890872064551,0.7187244478772719,0.23937804393489864,1.9004208893714956,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,813
0.6712141120618429,-0.6986926140573169,2.8710423321732175,0.5888466296901633,0.3082927392974911,2.406926811252085,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,789
0.6879587200950991,-0.7969184056373284,2.4850316831798644,0.9258713477706347,0.27000679742938416,2.2112313414345848,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,878
0.7381925441948666,-0.9442570930073456,1.5200050606964834,0.8913468644550743,0.2317208555612772,1.75077141245223,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1025
0.7381925441948666,-0.8460313014273341,1.4235023984481456,0.9258713477706347,0.28532117417662695,1.5435644444101708,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1049
0.6377248959953312,-0.4531281351072881,1.71301038519316,0.9258713477706347,0.40783618815456923,0.7032250740173746,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1325
0.5288849437791678,-0.2566765519472651,0.6514811004614405,0.9258713477706347,0.40017899978094784,0.012535180543843361,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,2100
0.4200449915630044,-0.20756365615725933,1.133994411703131,0.9258713477706347,0.3312643044183553,-0.6090857235823346,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1478
0.36143886344660875,0.08711371858277517,0.7479837627097787,0.9143631866654479,0.40017899978094784,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1275
0.3279496473800971,0.43090398911281547,0.2654704514680881,0.5559661693896296,0.49972244863802584,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1181
0.27771582328032923,0.6273555722728384,0.2654704514680881,0.564186284464763,0.52269401375889,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,983
0.2693435192637015,0.5291297806928269,0.0724651269714119,0.3767676607517204,0.4844080718907831,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,587
0.2609712152470734,0.5291297806928269,0.6514811004614405,0.7006401947119782,0.47675088351716177,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,466
0.2860881272969573,0.4800168849028212,0.3619731137164263,0.6940641026518715,0.47675088351716177,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,355
0.30283273533021315,0.4800168849028212,-0.4100481842702787,0.47212099562326837,0.4920652602644045,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,203
0.30283273533021315,0.5291297806928269,0.6514811004614405,0.3652594996465336,0.5073796370116472,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,51
0.1856204790974218,1.3640490091229247,0.3619731137164263,-0.9203664981043377,0.660523404484075,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,9
0.13538665499765412,1.7569521754429707,0.2654704514680881,-1.5615354739647467,0.7217809114730461,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,8
0.1270143509810262,1.8551779670229822,-0.9890641577603075,-1.617432256475654,0.7370952882202889,-0.6551317164805701,6.959590403115674,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,10
0.11864204696439827,1.904290862812988,-1.37507480675366,-2.0514543324427,0.7447524765939104,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,15
0.10189743893114228,1.904290862812988,-0.603053508766955,-1.7999188111436166,0.7294380998466675,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,39
0.10189743893114228,1.9534037586029938,-0.603053508766955,-1.946236859480992,0.7370952882202889,-0.5860627271332169,14.93740447576501,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,32
0.1102697429477702,1.9534037586029938,-0.5065508465186169,-1.8706118007897643,0.7447524765939104,-0.4939707413367461,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,27
0.08515283089788644,1.9534037586029938,-0.3135455220219407,-1.8755438698348443,0.7217809114730461,-0.505482239561305,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,65
0.034919006798118754,1.904290862812988,1.133994411703131,-1.0946329376971669,0.6681805928576965,-0.4364132502139519,1.6410476880161164,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,204
-0.015314817301649077,1.904290862812988,0.8444864249581169,-1.5944159342652804,0.622237462615968,-0.3903672573157165,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,269
-0.06554864140141677,1.904290862812988,0.2654704514680881,-2.0711826086230203,0.5762943323742398,-0.424901751989393,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,289
-0.10741016148455652,1.904290862812988,1.6165077229448217,-2.169823989524622,0.5380083905061328,-0.3558327626420399,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,329
-0.1827608976342081,1.9534037586029938,-0.5065508465186169,-2.0399461713375135,0.47675088351716177,-0.4939707413367461,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,214
-0.16601628960095213,1.9534037586029938,-0.4100481842702787,-1.9972015729468193,0.4920652602644045,-0.5515282324595404,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,411
-0.2078778096840919,1.9534037586029938,0.7479837627097787,-2.1714680125396484,0.45377931839629754,-0.6205972218068935,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,676
-0.2078778096840919,1.9534037586029938,0.2654704514680881,-1.7193616834073089,0.45377931839629754,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,606
-0.19950550566746397,1.904290862812988,0.0724651269714119,-1.750598120692816,0.45377931839629754,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,533
-0.2078778096840919,1.8551779670229822,0.9409890872064551,-1.5418071977844263,0.4308077532754333,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,567
-0.2581116337838596,1.5605005922829478,1.9060157096898362,-1.5516713358745866,0.31594992767111246,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,506
-0.29997315386699935,1.5605005922829478,2.292026358683188,-1.3609646661314905,0.2776639858030056,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,343
-0.37532389001665095,1.3640490091229247,0.4584757759647645,0.9258713477706347,0.15514897182506332,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,287
-0.47579153821618636,1.2167103217529074,0.3619731137164263,0.9258713477706347,0.024976769473499735,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,278
-0.5176530582993262,0.6764684680628442,0.3619731137164263,0.9258713477706347,-0.16645293986703505,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,178
-0.5678868823990939,0.43090398911281547,0.8444864249581169,0.9258713477706347,-0.2813107654713559,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,102
-0.6013760984656057,0.18533951016278669,0.6514811004614405,0.9258713477706347,-0.38851140270205536,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,85
-0.6432376185487454,0.08711371858277517,0.2654704514680881,0.9258713477706347,-0.4574260980646479,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,85
-0.710216050681769,0.1362266143727809,-0.024037535276926314,0.9258713477706347,-0.4957120399327548,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,222
-0.7688221787981646,0.03800082279276942,1.133994411703131,0.9258713477706347,-0.5799411120425901,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,652
-0.7604498747815368,-0.10933786457724784,0.6514811004614405,0.9258713477706347,-0.6258842422843184,-0.2867637732946868,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1176
-0.6432376185487454,-0.3549023435272766,-0.024037535276926314,0.9258713477706347,-0.6258842422843184,0.5881100917717862,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,683
-0.5176530582993262,-0.6004668224773053,0.4584757759647645,0.8206538748089266,-0.6258842422843184,1.4054264657154647,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,507
-0.3920684980499069,-0.6495797182673111,0.6514811004614405,0.9127191636504212,-0.5416551701744832,2.0846048609644368,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,557
-0.29160084985037144,-0.8951441972173398,0.8444864249581169,0.7828413454633127,-0.5799411120425901,2.545064789946791,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,705
-0.2078778096840919,-0.9933699887973514,0.6514811004614405,0.8584664041545405,-0.5646267352953473,2.7868062526625272,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,715
-0.15764398558432421,-1.0915957803773628,0.0724651269714119,0.8814827263649141,-0.5799411120425901,2.694714266866056,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,772
-0.0822932494346726,-1.288047363537386,0.1689677892197499,0.8864147954099941,-0.6411986190315613,2.3608808183538494,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,923
-0.10741016148455652,-1.3371602593273917,-0.3135455220219407,0.9242273247556081,-0.6871417492732895,1.7737944089013478,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,976
-0.14089937755106835,-1.3862731551173975,-0.21704285977360252,0.9258713477706347,-0.7483992562622606,1.0025240278559047,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1160
-0.24136702575060373,-1.2389344677473801,-0.5065508465186169,0.9258713477706347,-0.7330848795150179,0.127650162789432,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1641
-0.4004408020665349,-1.0915957803773628,-0.5065508465186169,0.9258713477706347,-0.7790280097567462,-0.5860627271332169,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,974
-0.5176530582993262,-0.8460313014273341,-0.6995561710152931,0.9258713477706347,-0.7407420678886393,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,774
-0.5930037944489778,-0.7478055098473226,0.0724651269714119,0.9258713477706347,-0.7560564446358821,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,710
-0.6683545305986293,-0.6004668224773053,-0.8925614955119693,0.9258713477706347,-0.7483992562622606,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,660
-0.7269606587150249,-0.5513539266872997,-0.4100481842702787,0.9258713477706347,-0.7790280097567462,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,455
-0.7688221787981646,-0.5022410308972939,-0.1205401975252643,0.9258713477706347,-0.794342386503989,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,414
-0.8274283069145604,-0.30578944773727085,-0.9890641577603075,0.9258713477706347,-0.7637136330095035,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,366
-0.8860344350309561,-0.10933786457724784,-1.0855668200086457,0.9258713477706347,-0.7330848795150179,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,268
-0.9278959551140957,0.03800082279276942,-0.9890641577603075,0.9258713477706347,-0.7177705027677752,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,157
-0.9697574751972355,0.1362266143727809,-0.9890641577603075,0.9258713477706347,-0.7254276911413965,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,103
-0.9948743872471194,0.18533951016278669,-0.7960588332636312,0.9258713477706347,-0.7254276911413965,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,60
-1.0116189952803754,0.23445240595279243,-0.6995561710152931,0.9258713477706347,-0.7254276911413965,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,109
-1.036735907330259,0.2835653017427982,-0.8925614955119693,0.9258713477706347,-0.7330848795150179,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,193
-0.9697574751972355,-0.06022496878724208,-0.6995561710152931,0.8831267493799408,-0.7866851981303675,-0.2867637732946868,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,384
-0.7939390908480486,-0.4531281351072881,-0.1205401975252643,0.8436701970193002,-0.794342386503989,0.5305526006489918,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,520
-0.5762591864157218,-0.7478055098473226,-0.6995561710152931,0.6447434122010708,-0.7407420678886393,1.2903114834698761,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,561
-0.4088131060831628,-0.9442570930073456,-0.5065508465186169,0.5691183535098431,-0.7024561260205323,1.9464668822697304,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,742
-0.24136702575060373,-0.9933699887973514,-0.21704285977360252,0.39485191391701396,-0.5875983004162114,2.234254337883702,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,933
-0.16601628960095213,-1.288047363537386,-0.5065508465186169,0.5510341003445495,-0.7024561260205323,1.9004208893714956,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1111
-0.06554864140141677,-1.4353860509074032,0.5549784382131023,0.4885612257735353,-0.7254276911413965,1.9464668822697304,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1294
0.026546702781490683,-1.7300634256474376,1.0374917494547928,0.4260883512025211,-0.8862286469874456,2.245765836108261,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1514
0.06840822286463044,-1.484498946697409,0.3619731137164263,0.10221581724226324,-0.656512995778804,1.5090299497364943,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1440
-0.06554864140141677,-1.1898215719573744,0.7479837627097787,-0.3235861436496494,-0.5646267352953473,0.2772996397086971,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1272
-0.19113320165083605,-0.7969184056373284,1.0374917494547928,-0.21343660164286118,-0.44976890969102645,-0.29827527151924565,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,934
-0.3418346739501391,-0.4531281351072881,1.4235023984481456,-0.37783890314553015,-0.4114829678229195,-0.5975742253577757,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,718
-0.4171854100997907,-0.20756365615725933,0.5549784382131023,-0.7099315521809214,-0.3731970259548125,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,688
-0.45904693018293047,-0.20756365615725933,0.2654704514680881,-0.484700399122265,-0.4114829678229195,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,624
-0.4925361462494423,-0.15845076036725358,0.9409890872064551,-0.6507467236399607,-0.41914015619654094,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,562
-0.5427699703492099,0.03800082279276942,-0.603053508766955,-0.7822685648420958,-0.38851140270205536,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,422
-0.5846314904323497,-0.10933786457724784,-0.603053508766955,-0.6869152299705478,-0.480397663185512,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,407
-0.6013760984656057,-0.15845076036725358,-0.3135455220219407,-0.6474586776099073,-0.5110264166799976,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,309
-0.6181207064988615,-0.10933786457724784,-0.5065508465186169,-0.6080021252492667,-0.5033692283063762,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,226
-0.6181207064988615,-0.06022496878724208,-0.603053508766955,-0.5882738490689464,-0.4880548515591334,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,174
-0.6097484024822336,-0.15845076036725358,-1.2785721445053218,-0.5290890205279856,-0.518683605053619,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,106
-0.6097484024822336,-0.15845076036725358,-0.5065508465186169,-0.7049994831358414,-0.518683605053619,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,67
-0.6013760984656057,-0.20756365615725933,-0.024037535276926314,-0.37619488013050345,-0.5339979818008618,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,73
-0.6181207064988615,-0.011112072997236332,-0.6995561710152931,-0.8217251172027363,-0.4727404748118906,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,152
-0.5846314904323497,-0.011112072997236332,0.0724651269714119,-0.9466708663447647,-0.44211172131740506,-0.5285052360104228,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,293
-0.551142274365838,-0.2566765519472651,-1.1820694822569837,-0.9663991425250851,-0.5033692283063762,-0.263740776845569,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,398
-0.47579153821618636,-0.2566765519472651,-0.1205401975252643,-1.1965623646288215,-0.44211172131740506,-0.13711429637542166,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,460
-0.36695158600002303,-0.4531281351072881,-0.9890641577603075,-1.1817661574935814,-0.43445453294378367,0.21974214858590277,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,587
-0.2581116337838596,-0.6004668224773053,-0.5065508465186169,-1.194918341613795,-0.40382577944929815,0.6456675828945803,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,751
-0.19113320165083605,-0.7478055098473226,-0.4100481842702787,-1.2031384566889283,-0.41914015619654094,0.5765985935472273,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,881
-0.15764398558432421,-0.8460313014273341,-0.603053508766955,-1.1077851218173804,-0.44211172131740506,0.2772996397086971,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,993
-0.07392094541804468,-1.042482884587357,-0.8925614955119693,-0.9170784520742843,-0.480397663185512,0.599621589996345,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1128
-0.04880403336816077,-1.3862731551173975,-0.1205401975252643,-0.28577361430403553,-0.6794845608996682,0.42694911662796203,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,1059
-0.14927168156769627,-0.7969184056373284,0.4584757759647645,-1.104497075787327,-0.4114829678229195,-0.263740776845569,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,603
-0.2078778096840919,-0.5513539266872997,-1.2785721445053218,-1.0074997179007523,-0.342568272460327,-0.4939707413367461,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,365
-0.24136702575060373,-0.2566765519472651,-0.024037535276926314,-1.0535323623214996,-0.25068201197687034,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,237
-0.3083454578836274,0.3817910933228097,-0.603053508766955,-1.5187908755740527,-0.07456667938357835,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,146
-0.3418346739501391,0.6764684680628442,-0.7960588332636312,-1.538519151754373,-0.005651984020985852,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,71
-0.4004408020665349,0.8729200512228672,-0.8925614955119693,-1.5533153588896131,0.0020052043526355115,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,70
-0.45904693018293047,1.0693716343828903,-0.4100481842702787,-1.5878398422051736,0.0020052043526355115,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,53
-0.4925361462494423,1.118484530172896,-0.603053508766955,-1.670040992956508,-0.013309172394607247,-0.6551317164805701,0.3114120092412269,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,67
-0.5176530582993262,1.2658232175429132,-0.8925614955119693,-1.8360873174742038,0.0020052043526355115,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,38
-0.5260253623159541,1.3640490091229247,-1.0855668200086457,-1.6782611080316416,0.024976769473499735,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,28
-0.534397666332582,1.4622748007029363,-0.7960588332636312,-1.9084243301353783,0.04029114622074246,-0.6551317164805701,0.13412725207124168,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,12
-0.551142274365838,1.5605005922829478,-0.6995561710152931,-1.967609158676339,0.047948334594363894,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,9
-0.5595145783824659,1.511387696492942,-0.21704285977360252,-1.8064949032037234,0.0326339578471211,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1.0,0.0,0.0,1.0,1.0,27
